query_id,query,gold_passage,hit_at_1,hit_at_5,mrr_score,ndcg_at_10,recall_at_10
13093,cost of ventolin hfa inhaler without insurance,1 Patients without insurance can expect to pay between $30 and $60 for their alb,1,1,1.0,1.0,1.0
10888,time and temperature to cook pork tenderloin,Let the tenderloin cool before serving. Pan-roasting pork tenderloin Preheat you,1,1,1.0,1.0,1.0
13319,what is coffee wikipedia,"Coffee is a brewed drink prepared from roasted coffee beans, which are the seeds",1,1,1.0,1.0,1.0
14125,should drivers be required to take a driving test after a certain age?,The elderly drivers should not be required to retake the driving test at a certa,1,1,1.0,1.0,1.0
13932,most common medical conditions for use of marijuana,Medical Marijuana: Legalities & Health Condition Uses. Marijuana is one of the m,1,1,1.0,1.0,1.0
19528,what is the longest professional baseball game ever played,"The Answer: The longest professional baseball game in history began on April 18,",1,1,1.0,1.0,1.0
17072,what does first-wave feminism argue for,First-wave feminism refers to a period of feminist activity during the 19th and ,1,1,1.0,1.0,1.0
14698,what does maintenance management accomplish,Description. The goal of a maintenance manager is to employ a management system ,1,1,1.0,1.0,1.0
18908,what county is springfield or,Springfield is located in west Oregon. Springfield is part of Lane County. Sprin,1,1,1.0,1.0,1.0
10215,what is rodelle vanilla,Vanilla extract gets its rich “vanilla” taste and aroma from the vanilla bean’s ,1,1,1.0,1.0,1.0
15349,what is a Caucasus,The Caucasus /ˈkɔːkəsəs/ or Caucasia /kɔːˈkeɪʒə/ is a region at the border of Eu,1,1,1.0,1.0,1.0
16553,what sport is good muscular endurance,Considerations. A multitude of other sports require muscle endurance including b,1,1,1.0,1.0,1.0
18361,where is woodbine georgia,About Woodbine. The City of Woodbine is the County Seat of Camden County Georgia,1,1,1.0,1.0,1.0
11324,is dna backbone basic,DNA is a double helix formed by base pairs attached to a sugar-phosphate backbon,1,1,1.0,1.0,1.0
14912,how to calculate how many litres in my pool,Length times width gives the surface area of the pool. Multiplying that by the a,1,1,1.0,1.0,1.0
12592,what is ethyl oleate,Ethyl oleate is a fatty acid ester formed by the condensation of oleic acid and ,1,1,1.0,1.0,1.0
14144,how much money do mma fighters,"Fighters who have between one and five fights in the UFC will make just $2,500 p",1,1,1.0,1.0,1.0
16177,harrison ford net worth,Harrison Ford net worth: $210 Million. Harrison Ford net worth: Harrison Ford is,1,1,1.0,1.0,1.0
11496,how long can you ferment yogurt,Traditionally yogurt is fermented for 4-8 hours. The longer it ferments the more,1,1,1.0,1.0,1.0
11154,what type of glass are commercial windows made of,Most popular glass types can be laminated and laminated glass is available in Cl,1,1,1.0,1.0,1.0
11170,differences between vitamins and minerals,One of the main differences between vitamins and minerals is that the former is ,1,1,1.0,1.0,1.0
18466,average annual cost of college textbooks,"Assuming this textbook inflation rate continues, the current annual cost of coll",1,1,1.0,1.0,1.0
10924,what is a gyroscope,"n. A device consisting of a spinning mass, typically a disk or wheel, usually mo",1,1,1.0,1.0,1.0
11886,adjunct professor definition,noun the definition of an adjunct is someone who is holding a part time or tempo,1,1,1.0,1.0,1.0
16369,how to share wireless with virtual pc,MyPublicWiFi: Turn your computer into a WiFi Access Point with Firewall and URL ,1,1,1.0,1.0,1.0
19445,is fiber good for body cleansing,"Psyllium is a cleanse fiber, also known as a fiber cleanser.. Cleanse Fiber: Psy",1,1,1.0,1.0,1.0
9743,where does the phrase what the dickens come from,Confidence votes 48. The phrase what the dickens was coined by William Shakespea,1,1,1.0,1.0,1.0
12893,average rate for pressure washing,Find out how much your project will cost. Provide a few details about your proje,1,1,1.0,1.0,1.0
10707,definition of kehilla,Definition of KEHILLAH. : the Jewish community of a city organized for the admin,1,1,1.0,1.0,1.0
15471,where does the horse originated from,The horses origin-where horses originated & evolved into what we know them as to,1,1,1.0,1.0,1.0
17623,what is bmw chattel mortgage,Essentially a chattel mortgage is a finance loan. Your lender holds a mortgage o,1,1,1.0,1.0,1.0
16903,what is tested for in a urinalysis,Mayo Clinic in Minnesota has been recognized as the best Urology hospital in the,1,1,1.0,1.0,1.0
12465,is parkinson's disease autoimmune,"The cause of neuronal death in Parkinson's disease is still unknown, but a new s",1,1,1.0,1.0,1.0
19555,do.muslims not believe the holocaust happened,"For the majority of Muslims in the world, the Holocaust is not a major historica",1,1,1.0,1.0,1.0
16127,what is vsm,Value Stream Mapping (VSM) is a visualization tool oriented to the Toyota versio,1,1,1.0,1.0,1.0
14233,where do mountains usually form,"Volcanic Mountains. As the name suggests, volcanic mountains are formed by volca",1,1,1.0,1.0,1.0
13995,sean is pronounced as,"Sean ▲ is alike in pronunciation to Chan, Shaan, Shan, Shann, Shayn and Sion. Ot",1,1,1.0,1.0,1.0
10392,what is outlook.com used for,all outlook com accounts can be used with microsoft office outlook 2007 or offic,1,1,1.0,1.0,1.0
17456,davita starting pay,"DaVita Salary. DaVita average salary is $79,841, median salary is $80,000 with a",1,1,1.0,1.0,1.0
15033,salary nhl players,"And of the current 600 NHL players, how many are making Sidney Crosby-type money",1,1,1.0,1.0,1.0
10865,what is a normal ejection fraction range,Ejection fraction is usually expressed as a percentage. A normal heart pumps a l,1,1,1.0,1.0,1.0
16496,what is colombia geography,"Geography. Colombia is situated in South America, bordered by the Caribbean and ",1,1,1.0,1.0,1.0
18338,cost to put a child up for adoption,+ More. It costs a lot to raise a child: According to the U.S. Department of Agr,1,1,1.0,1.0,1.0
11699,how fast do pike grow,"Female Walleyes mature at approximately 5 years, grow faster than the males afte",1,1,1.0,1.0,1.0
15270,what kind of disorder is adhd,Attention-deficit/hyperactivity disorder is a neurobehavioral disorder character,1,1,1.0,1.0,1.0
16703,what are the ingredients in becel margarine,"Ingredients. Canola and sunflower oils 74%, water, modified palm and palm kernel",1,1,1.0,1.0,1.0
18733,what is a squatter,Squatting is an action of occupying an abandoned or unoccupied area of land or a,0,1,0.5,0.6309297535714575,1.0
12566,chemoreceptor reflex definition,"A chemoreceptor, also known as chemosensor, is a sensory receptor that transduce",1,1,1.0,1.0,1.0
13540,mountain range definition,A mountain range (also mountain barrier/belt/chain/system) is a geographic area ,0,1,0.5,0.6309297535714575,1.0
11213,what does vinegar consist of,Vinegar is a liquid consisting mainly of acetic acid (CH 3 COOH) and water. The ,1,1,1.0,1.0,1.0
17027,what is a husband supposed to do,The same top 5 things that a husband is suppose to do. Just because he works doe,1,1,1.0,1.0,1.0
9769,who was philip kiriakis mother on days,"However, Days is getting a good replacement in John-Paul Lavoisier, who knows hi",1,1,1.0,1.0,1.0
11385,which type of pollination do plants prefer,"Although all flowering plants rely on pollination for reproduction, there is a v",1,1,1.0,1.0,1.0
14842,what is powder coating,Powder coated bicycle frames and parts. Powder coating is a type of coating that,1,1,1.0,1.0,1.0
12394,what is tbt,Find the meaning of TBT and Hashtag TBT that’s used commonly on Instagram and ot,1,1,1.0,1.0,1.0
10290,what is gas solenoid valve,A solenoid valve is an electro magnetically controlled mechanical valve used for,1,1,1.0,1.0,1.0
18339,what is keirin,"Keirin (競輪 / ケイリン, “ racing wheels “) is a form of motor-paced cycle racing in w",1,1,1.0,1.0,1.0
13714,what does iptg do,Isopropyl β-D-1-thiogalactopyranoside (IPTG) is a molecular biology reagent. Thi,1,1,1.0,1.0,1.0
16465,is there a way to help make numbness go away faster,"It would have very little effect at all, but if you apply some heat and do light",1,1,1.0,1.0,1.0
18019,how much does ipl facial cost,Prices usually vary according to the ipl treatment size. The average cost for a ,1,1,1.0,1.0,1.0
17271,how much paint is needed for a fence,Typically for fences you will use more paint to cover and area than you would fo,1,1,1.0,1.0,1.0
16544,is histology also known as microscopic anatomy,"In many cases, the students dissect human corpses (cadavers). Microscopic anatom",1,1,1.0,1.0,1.0
17842,how much does a pack of printing paper weigh,The short answer is that 500 sheets of bond paper with a size of 17 by 22 have a,1,1,1.0,1.0,1.0
15970,what makes methyl anthranilate,"1. Methyl anthranilate, also known as MA, methyl 2-aminobenzoate, or carbomethox",1,1,1.0,1.0,1.0
9783,what is brodmann areas,"A Brodmann area is a region of the cerebral cortex, in the human or other primat",1,1,1.0,1.0,1.0
12248,what is revival style preaching characteristics,The great characteristic of all revivals has been the authority of the preacher.,1,1,1.0,1.0,1.0
19301,what is pid,1 Pelvic inflammatory disease (PID) is an infection of a woman's pelvic organs i,1,1,1.0,1.0,1.0
13275,when was the first diesel train invented,The first diesel car invented was also the first biofuel car. Rudolf Diesel show,0,1,0.5,0.6309297535714575,1.0
10611,what is an alias name vs preferred name,A Canonical Name record (abbreviated as CNAME record) is a type of resource reco,0,1,0.5,0.6309297535714575,1.0
12962,what is the starting salary for x ray technician,Starting Salary and Beyond. Salary ranges may vary from one geographic region to,1,1,1.0,1.0,1.0
12261,what age do dogs get shots,Puppy vaccinations should be started at around 7 - 8 weeks of age. These are usu,1,1,1.0,1.0,1.0
17963,alcohol withdrawal dilated pupils,"Symptoms of alcohol withdrawal can include depression, anxiety, fatigue, nervous",1,1,1.0,1.0,1.0
13315,what is pycnogenol powder,Pycnogenol is a natural product that is used in various dietary supplements and ,1,1,1.0,1.0,1.0
15774,the average income of a college student,Average College Graduate Salaries. The average salary for college graduate jobs ,1,1,1.0,1.0,1.0
14006,what does problem mean to you,A problem is the relation between human will and reality. When will and reality ,1,1,1.0,1.0,1.0
12975,marginal cost tells us the,____ 39. Marginal cost tells us the a. value of all resources used in a producti,1,1,1.0,1.0,1.0
18142,what does ikat mean,"Ikat, or Ikkat, is a dyeing technique used to pattern textiles that employs a re",1,1,1.0,1.0,1.0
9796,what causes alkalosis,Acidosis and alkalosis describe the abnormal conditions that result from an imba,1,1,1.0,1.0,1.0
11670,cost of prp for hair loss,"The cost ranges from about $900 for a single treatment, to $2,500 for a set of t",1,1,1.0,1.0,1.0
10929,what three kinds of tissue do meristems develop into,"Making the world better, one answer at a time. The three kinds of tissues that m",1,1,1.0,1.0,1.0
12252,cost for admission to disneyland,Single-day tickets to Disneyland Park or Disneyland California Adventure Park no,1,1,1.0,1.0,1.0
10714,what temperature can aloe survive,"Home gardeners often grow Aloe vera, commonly known as aloe, as a potted plant i",1,1,1.0,1.0,1.0
9801,what does a firewall do,A firewall is simply a program or hardware device that filters the information c,1,1,1.0,1.0,1.0
15088,what is clonus,"Clonus (from the Greek for violent, confused motion) is a series of involuntary,",1,1,1.0,1.0,1.0
14846,food groups and what they do for your body,"There are only four different food groups; therefore, the maximum number of food",1,1,1.0,1.0,1.0
9805,what does the surname holt mean,"Holt is a surname and placename, of Proto-Germanic origin and meaning a small wo",1,1,1.0,1.0,1.0
12730,how much does the average tank get you in a car,Car. The amount of gas a car holds depends on the size of the car. Smaller cars ,1,1,1.0,1.0,1.0
12193,where is epinephrine produced,Epinephrine: Also known as adrenaline. A substance produced by the medulla insid,1,1,1.0,1.0,1.0
17119,what nationality is kebede,"Liya Kebede. by ethnic on. Place of Birth: Addis Ababa, Ethiopia. Date of Birth:",1,1,1.0,1.0,1.0
12180,where did greek language come from,", elliniki ellinikí, Glossa glóssa) greek language is an independent branch Of-T",1,1,1.0,1.0,1.0
15739,average salary of nasl soccer player,Players in the NASL have guaranteed wages but only get paid from the beginning o,0,1,0.5,0.6309297535714575,1.0
17691,what is a tamarind plant,The tamarind tree is considered to be a traditional food plant in the African co,1,1,1.0,1.0,1.0
12027,what is fme,FME (formerly known as the Feature Manipulation Engine) is an integrated collect,1,1,1.0,1.0,1.0
10916,anaerobic cellular respiration,"Aerobic respiration, a process that uses oxygen, and anaerobic respiration, a pr",0,1,0.5,0.6309297535714575,1.0
17083,uses of methyl salicylate,Methyl salicylate topical (for the skin) is used for temporary relief of muscle ,1,1,1.0,1.0,1.0
9815,do you have to be smart to be an ultrasound tech,An ultrasound technician is a very valuable job in the world of health care. Als,1,1,1.0,1.0,1.0
16448,average temperature in orlando in august,"23 °C. In most years, Orlando averages a daily maximum temperature for August th",1,1,1.0,1.0,1.0
14286,what nationality is Linse,"Linse Kessler. Lenina Linse Kessler is a Danish television personality, fetish m",1,1,1.0,1.0,1.0
11969,convert square feet into linear feet,Square foot can also be defined as area of square with sides of 1 foot in length,1,1,1.0,1.0,1.0
14899,deadline to pay virginia state taxes,1 May 1 - Deadline for Virginia state income tax returns; 1st quarter State esti,1,1,1.0,1.0,1.0
16216,name a food associated with mexico,One of the most popular traditional Mexican deserts is a spongy cake called flan,1,1,1.0,1.0,1.0
14343,how many calories should a child eat,"While many 2-year-olds generally require about 1,000 calories per day, 3-year-ol",0,1,0.5,0.6309297535714575,1.0
14692,what is mediator software,Mediator 9 is a premier multimedia authoring tool that allows you to create inte,1,1,1.0,1.0,1.0
14613,average gas payment peoria il,yesterday. $2.47update. There are 6 Regular gas price reports in the past 5 days,1,1,1.0,1.0,1.0
11096,how much pay for supply chain managers make,"Supply Chain Manager Salary. Supply Chain Manager average salary is $78,251, med",1,1,1.0,1.0,1.0
10878,rib cage definition,Medical Definition of RIB CAGE. : the bony enclosing wall of the chest consistin,1,1,1.0,1.0,1.0
18881,what temp should coffee be,Water Temperature. The brewing temperature of the water used is very important. ,1,1,1.0,1.0,1.0
19425,which features are commonly formed at the plate boundaries,"Some features, such as earthquakes and volca-noes, are more common at tectonic p",1,1,1.0,1.0,1.0
10434,what is hf,Hydrofluoric acid is a solution of hydrogen fluoride (HF) in water. It is a prec,0,1,0.3333333333333333,0.5,1.0
12185,what is klk,The World's most comprehensive professionally edited abbreviations and acronyms ,0,0,0.0,0.0,0.0
12663,is barcelona expensive,"I live in Pedralbes area in Barcelona, one of the most expensive and pay 950 eur",1,1,1.0,1.0,1.0
18141,is penicillin a bacteriostatic,Penicillin antibiotics were among the first medications to be effective against ,1,1,1.0,1.0,1.0
16597,cost of adding a basement entrance,An exit from a basement is a highly desirable feature. The cost may out way the ,1,1,1.0,1.0,1.0
10978,in a standard normal distribution the mean is,The Standard Normal Distribution. A standard normal distribution is a normal dis,1,1,1.0,1.0,1.0
18045,what is lactose used for,Lactose intolerance is the inability to digest a sugar called lactose that's fou,1,1,1.0,1.0,1.0
16825,how much does aldis pay hourly,Average ALDI hourly pay ranges from approximately $7.40 per hour for Stocker to ,1,1,1.0,1.0,1.0
14243,what type of barrier is mucus,The Extrinsic Gastrointestinal Barrier. Mucus and Bicarbonate. The entire gastro,1,1,1.0,1.0,1.0
14882,how long does geese eggs take to hatch,Here is what I came up with. Most goose eggs take from 28 to 32 days to hatch. H,1,1,1.0,1.0,1.0
11201,what is the judiciary act,Judiciary Act of 1789 Law & Legal Definition. The Judiciary Act is an Act made t,1,1,1.0,1.0,1.0
16452,how much exercise should i do,Talk to your family doctor about how much exercise is right for you. A good goal,1,1,1.0,1.0,1.0
10302,is schizophrenia a delusional disorder,"Delusional disorder shares some of the symptoms of schizophrenia, but it is a di",1,1,1.0,1.0,1.0
15716,how much humidity do chicken eggs need,Temperature: The eggs need to be kept at 99.5 degrees at all times; just one deg,1,1,1.0,1.0,1.0
17818,how much do you get paid for being a riding instructor,"Generally an instructor will charge from $25 to $40 per hour for a group lesson,",1,1,1.0,1.0,1.0
12901,how do you find the amount of cost of goods sold with the gross profit and net sale,"140,637. To calculate the gross profit, we first add up the cost of goods sold: ",1,1,1.0,1.0,1.0
17035,why was the roman army so victorious,There are a number of reasons. Perhaps the most important one was the Roman Legi,1,1,1.0,1.0,1.0
13136,how big is neptune,diameter neptune s diameter is 49620 km while the sun s is 1377648 km so you wou,1,1,1.0,1.0,1.0
9847,temperature effect on cellular respiration,The effect of different temperature on the cell respiration. Introduction：. Cell,1,1,1.0,1.0,1.0
16281,why was corrymeela founded,Corrymeela was founded in 1965 with the goal of promoting reconciliation and pea,1,1,1.0,1.0,1.0
17996,what is the population of texel netherlands,"Texel (. [ˈtɛsəl]. ) is a municipality and an island with a population of 13,641",1,1,1.0,1.0,1.0
10753,each state is guaranteed how many representatives what is representation based on,"In the House, representation is based on the number of people living in each sta",1,1,1.0,1.0,1.0
13026,"Colonial rule in African nations did all of the following, except","User: Colonial rule in African nations did all of the following, except a. creat",1,1,1.0,1.0,1.0
9852,who wrote Nothing compares to you,Nothing Compares 2 U  is a song originally written and composed by Prince for on,1,1,1.0,1.0,1.0
18118,what are pickles good for,"Pickles, being made from cucumbers or other vegetables, are high in fiber which ",1,1,1.0,1.0,1.0
18144,what is the function of rRNA during translation,WRONG. In translation: Ribosomal ribonucleic acid (rRNA) is the central componen,1,1,1.0,1.0,1.0
17604,what is zyprexa prescribed for,"Zyprexa, known generically as olanzapine, is a prescription medication used for ",1,1,1.0,1.0,1.0
9856,primary secondary and tertiary sectors definition,"Primary, secondary and tertiary sectors. There are three main types of industry ",1,1,1.0,1.0,1.0
16994,what are electrolytes made of,"The major electrolytes in the body are made up of potassium, calcium, magnesium,",1,1,1.0,1.0,1.0
18707,what stimulates chemoreceptors,The chemoreceptors most sensitive to changes in the arterial PCO2 are located in,1,1,1.0,1.0,1.0
9859,how much does an lpn make an hour in illinois,Bureau of Labor Statistics information for LPNs is classified under Licensed Pra,1,1,1.0,1.0,1.0
11372,The average total cost (ATC) curve will be negatively sloped so long as:,The average total cost (ATC) curve will be negatively sloped so long as. A. Aver,1,1,1.0,1.0,1.0
15370,average cost of food per week in sydney,Exclusive analysis by The Daily Telegraph reveals the price of an average basket,1,1,1.0,1.0,1.0
18482,who said the quote by any means necessary,“By any means necessary.”. Malcolm X quotes (American black militant leader who ,1,1,1.0,1.0,1.0
17758,outer banks average temperature by month,Outer Banks Seasons. Summer. The summer months average lows from the mid 70's to,1,1,1.0,1.0,1.0
11376,how much is a house inspection cost,"Let's put home inspection fees in perspective: If you're buying a $400,000 house",1,1,1.0,1.0,1.0
9866,what is stone color,"Skip the talk, take me to the stone colors See also Birthstone Colors. This page",1,1,1.0,1.0,1.0
15229,what stops r on mexican riviera cruise?,Mexican Riviera cruises visit popular vacation destinations along the Pacific co,1,1,1.0,1.0,1.0
14742,aleve side effects,"Upset stomach, nausea, heartburn, headache, drowsiness, or dizziness may occur. ",1,1,1.0,1.0,1.0
18959,what kind of foods causes infection in the human body,3. Dairy products. Dairy can cause inflammation because your body recognizes it ,1,1,1.0,1.0,1.0
14487,different kinds of delicatus granite,We have clients who only like the slabs with the gold....or the caramel....or th,1,1,1.0,1.0,1.0
18815,which type of bacteria causes tetanus,1 Tetanus is caused by a type of bacteria (Clostridium tetani). 2  The tetanus b,1,1,1.0,1.0,1.0
9872,what effect would cutting the vagus nerve branch that innervates the stomach on gastric function,"[vāgot′əmē]. Etymology: L, vagus, wandering, temnein, to cut. the cutting of cer",1,1,1.0,1.0,1.0
17244,lab test what does bun mean,Urea is a waste product formed in the liver when protein is metabolized. Urea is,0,1,0.5,0.6309297535714575,1.0
17230,narcolepsy symptoms,"The classic symptoms of the disorder, often referred to as the tetrad of narcole",1,1,1.0,1.0,1.0
16300,is poison sumac a vine,"Poison oak is most often seen in shrub form, but it can also grow as a vine. Ima",1,1,1.0,1.0,1.0
10935,what does the name dagon mean,"Meaning of Dagon. Hebrew name. In Hebrew, the name Dagon means-Variant of Dagan:",1,1,1.0,1.0,1.0
10254,can a potential employer ask for your credit score,2. Employers can pull a credit report. But the credit report available to employ,0,1,0.5,0.6309297535714575,1.0
12086,getting a passport card when you have a passport,"Answer: First of all, a passport card can be used for travel by sea to Barbados.",1,1,1.0,1.0,1.0
13977,where is the prefix gynéco- derived from,"Gynephobia: An abnormal, irrational and persistent fear of women. Sufferers expe",1,1,1.0,1.0,1.0
10197,what does nursing aides need to know,By Lisa Davila. Nurses' aides (NAs) work under the supervision of nurses or phys,1,1,1.0,1.0,1.0
11566,how much money do NFL games bring in?,"SHARES. The NFL scores big bucks every Sunday. According to IEG, the National Fo",1,1,1.0,1.0,1.0
10697,what are berms,Keep reading to learn more about using berms in the landscape. Creating a Berm C,1,1,1.0,1.0,1.0
10182,gastroscopy cost,"In U.S. hospitals gastroscopy cost can range from $350 to $1,200, when extra pat",1,1,1.0,1.0,1.0
16023,is startwire legitimate,"Reviews online, posted by StartWire job seekers showed that they were impressed ",1,1,1.0,1.0,1.0
11697,roman name definition,Etymology & Historical Origin-Roman. The male given name Roman comes from the La,0,1,0.5,0.6309297535714575,1.0
